approxkl,clipfrac,eplenmean,eprewmean,explained_variance,fps,nupdates,policy_entropy,policy_loss,serial_timesteps,time_elapsed,total_timesteps,value_loss
0.034589335,0.15550531,10.66,12.75519046,-0.038570523262023926,889,1,4.048064,-0.028483558,2048,27.622917652130127,24576,29.245468
0.027738497,0.14314777,12.6,24.350691379999997,0.4690466523170471,929,10,2.1480799,-0.017405683,20480,270.47105526924133,245760,37.05167
0.01586958,0.08218589,40.25,67.06433233,0.6334677934646606,937,20,0.9094127,-0.0009739088,40960,532.8555316925049,491520,69.77245
0.017479,0.10431725,46.58,78.46209866999999,0.8123612850904465,932,30,0.34506485,0.00024162912,61440,796.3368189334869,737280,44.815132
0.019581443,0.124365285,59.2,92.02651807999999,0.9101038873195648,945,40,-0.30580637,0.0036162462,81920,1057.2201552391052,983040,23.279202
0.023375284,0.14885259,103.47,152.79744284,0.900569461286068,951,50,-0.7022295,0.0010295913,102400,1316.6623632907867,1228800,40.354645
0.035591178,0.23448884,280.1,312.31723137,0.9477533027529716,942,60,-0.96820515,0.0007436024,122880,1577.8451752662659,1474560,18.976524
0.05680594,0.30307603,872.46,794.4180299599998,0.6668487787246704,898,70,-1.0643164,0.009526331,143360,1856.5999250411987,1720320,19.137218
0.07391982,0.35613197,990.8,886.42353428,0.0741310715675354,939,80,-1.096203,0.014278782,163840,2122.4711611270905,1966080,22.276146
0.035647277,0.23787841,1000.0,894.72446958,0.043987810611724854,941,90,-1.1344103,0.006965979,184320,2386.550843000412,2211840,22.686457
0.019881174,0.15043536,188.78,231.12023664,0.9421164505183697,956,100,-1.1933066,0.00242376,204800,2647.1403362751007,2457600,11.207563
0.02422854,0.18414302,225.85,291.47963350000003,0.9576660953462124,962,110,-1.370971,0.0029580614,225280,2907.0688121318817,2703360,11.756003
0.024053404,0.19267575,313.3,386.48758471,0.8942559659481049,959,120,-1.6224678,0.0045781573,245760,3163.162248849869,2949120,14.79744
0.02095204,0.17079677,211.73,311.83853657,0.9528989605605602,967,130,-1.9061363,0.0052683493,266240,3416.7770862579346,3194880,18.539392
0.024009058,0.19870605,191.38,312.65814568,0.9579811692237854,973,140,-2.1836545,0.0059524598,286720,3669.3920238018036,3440640,25.89921
0.025017235,0.2114096,219.54,368.02653553000005,0.9295874983072281,974,150,-2.4492407,0.0077546053,307200,3919.8169724941254,3686400,38.124588
0.028566053,0.23094895,188.59,336.18936976000003,0.9466326385736465,969,160,-2.6929297,0.010268139,327680,4172.885292053223,3932160,35.959663
0.029097209,0.24826257,220.66,405.6085305599999,0.9205212369561195,980,170,-2.8671067,0.012505094,348160,4424.420287847519,4177920,54.119873
0.0355644,0.28242603,248.83,453.56238383000004,0.9023307040333748,966,180,-2.9529438,0.016076727,368640,4675.538815975189,4423680,58.378277
0.02619411,0.24147956,317.38,589.5801639299999,0.8937391117215157,997,190,-3.1254725,0.01228755,389120,4923.638700723648,4669440,69.85779
0.030386174,0.2722291,399.65,747.0556235199999,0.8817045912146568,987,200,-3.2778294,0.015946442,409600,5176.382201910019,4915200,77.28482
0.029538002,0.2752362,500.15,895.11802618,0.8333245068788528,980,210,-3.3693943,0.01591039,430080,5425.691089391708,5160960,74.22041
0.022721618,0.24042961,285.81,546.6252111299999,0.9331005290150642,993,220,-3.4446006,0.010311417,450560,5677.584423780441,5406720,51.939095
0.0235704,0.24492188,265.28,525.8747099899999,0.9495434015989304,982,230,-3.5462346,0.011833863,471040,5925.551279067993,5652480,48.31969
0.034610856,0.3274455,431.91,873.69535921,0.886418342590332,999,240,-3.6339564,0.01735458,491520,6174.342795848846,5898240,83.33964
0.038839303,0.34581304,356.85,716.5161277999999,0.9030478522181511,1021,250,-3.7114594,0.02170086,512000,6415.498658180237,6144000,74.80189
0.022194332,0.25469565,413.89,850.25967388,0.920840434730053,967,260,-3.7725048,0.009887418,532480,6660.217941522598,6389760,66.94594
0.04117627,0.39283046,617.95,1293.08459206,0.7989191561937332,988,270,-3.7997906,0.017375192,552960,6908.083948135376,6635520,103.77683
0.04454983,0.40235195,596.56,1263.8271757600003,0.8531940877437592,982,280,-3.7651494,0.020305332,573440,7156.348768949509,6881280,91.7476
0.026450515,0.30186775,486.5,1036.9374518000002,0.9157865047454834,997,290,-3.7711015,0.012293068,593920,7407.182907819748,7127040,70.77223
0.023291651,0.28523344,374.86,823.25281588,0.9457009248435497,992,300,-3.8078313,0.010528849,614400,7660.025589704514,7372800,63.536797
0.055882525,0.42566317,469.14,1050.82493671,0.8726421743631363,968,310,-3.8861568,0.027984422,634880,7910.401238203049,7618560,100.508484
0.025500495,0.3163005,481.41,1079.71519547,0.9391662739217281,985,320,-3.8184276,0.014639209,655360,8162.914226055145,7864320,68.49553
0.026048327,0.32820222,512.05,1144.2398343700004,0.8716019988059998,969,330,-3.8068688,0.01061807,675840,8417.96929693222,8110080,95.4044
0.023818348,0.32302248,465.13,1048.4054283699998,0.9339690506458282,972,340,-3.8507347,0.014269419,696320,8672.188804149628,8355840,67.58284
0.020784065,0.3023966,477.35,1078.7478145,0.9580300897359848,972,350,-3.846283,0.012704651,716800,8925.541139602661,8601600,53.963966
0.019334424,0.28826088,274.42,594.34207463,0.9010193794965744,962,360,-3.8379455,0.009918077,737280,9177.512019872665,8847360,97.98693
0.026163932,0.3691201,423.9,900.2021740499999,0.8385882675647736,973,370,-3.8612933,0.0140091125,757760,9430.676715612411,9093120,114.166466
0.024275979,0.36411136,785.62,1642.9257677500002,0.767702579498291,982,380,-3.7847888,0.012146948,778240,9684.784402608871,9338880,116.53568
0.024757987,0.37139493,391.92,823.1210273099999,0.8109386563301086,956,390,-3.7210846,0.012194687,798720,9938.006109714508,9584640,156.90262
0.023149896,0.3652752,496.51,1103.69804898,0.7005322575569153,962,400,-3.6937027,0.011573742,819200,10192.265657663345,9830400,173.34152
0.030847127,0.42108974,474.98,1096.82026409,0.719051718711853,966,410,-3.7048836,0.016154775,839680,10450.07584810257,10076160,178.10442
0.019629382,0.35166407,227.19,497.8923563700001,0.891138032078743,945,420,-3.7004268,0.01128328,860160,10705.919869661331,10321920,141.36456
0.03236276,0.42421085,314.93,686.6428097300002,0.8485051542520523,958,430,-3.6342273,0.018261561,880640,10963.598918914795,10567680,147.26367
0.020855643,0.39075118,177.05,345.46317168,0.8026853799819946,968,440,-3.622979,0.014895232,901120,11221.197010278702,10813440,272.53152
0.022121085,0.41488022,287.03,596.99023374,0.8709395676851273,972,450,-3.586588,0.016103866,921600,11471.871178388596,11059200,152.21817
0.018418001,0.3776731,423.64,925.11693859,0.899847075343132,951,460,-3.5608146,0.011436103,942080,11726.137592315674,11304960,104.200356
0.018544061,0.38637695,363.93,757.9547404999998,0.8664067834615707,942,470,-3.5821815,0.012993912,962560,11983.64418387413,11550720,147.48993
0.014702791,0.35912266,413.51,892.35688566,0.8655304312705994,970,480,-3.5351138,0.011032885,983040,12237.276633262634,11796480,161.70633
0.011847793,0.33050126,428.26,941.1903495600001,0.8645016402006149,951,490,-3.558731,0.007193831,1003520,12495.075867652893,12042240,164.5245
0.01998112,0.44004732,407.7,909.77817327,0.8534364253282547,963,500,-3.5358882,0.012833576,1024000,12751.747061252594,12288000,148.8983
0.010943266,0.34741217,471.64,1060.63752933,0.8677263408899307,960,510,-3.5607038,0.0070051714,1044480,13007.776546955109,12533760,149.556
0.01156472,0.34700114,514.98,1169.53268299,0.8290534317493439,967,520,-3.5431314,0.0076731606,1064960,13262.883126735687,12779520,184.08765
0.0139897745,0.413562,579.36,1349.1580455700002,0.8276979029178619,953,530,-3.5199733,0.008924543,1085440,13518.49313735962,13025280,144.93623
0.014105844,0.4311281,628.69,1468.1251776299998,0.8096297830343246,965,540,-3.5008798,0.010877449,1105920,13774.175607681274,13271040,182.7208
0.017603591,0.4815755,739.47,1761.3575213799998,0.6146392524242401,947,550,-3.4223588,0.010175605,1126400,14028.750004291534,13516800,185.24803
0.011930076,0.4374958,765.3,1827.8780279799998,0.6187688708305359,963,560,-3.408589,0.00814512,1146880,14283.668869495392,13762560,168.26808
