# {"env_id": "HopperBulletEnv-v0", "t_start": 1553108514.5770729} 
r,l,t8.880274,11,2.167617
12.062654,6,2.226335
5.395901,17,2.377585
13.66429,12,2.482772
8.955226,13,2.60399
11.193311,8,2.686508
9.893514,6,2.735678
11.910651,7,2.801674
10.564029,9,2.892931
12.001142,21,3.077576
14.094255,7,3.133492
16.891702,14,3.26565
10.942126,14,3.388632
17.418753,10,3.499384
12.742212,20,3.707047
14.689091,5,3.749724
16.110235,12,3.857314
11.598174,13,3.967009
14.148887,6,4.019404
10.022289,10,4.09924
16.521392,13,4.218604
8.973753,14,4.340106
8.473561,7,4.390858
4.189027,6,4.441118
15.003093,8,4.50385
17.047969,6,4.553631
15.518177,14,4.671526
11.627119,11,4.767147
11.824667,6,4.819849
13.954715,10,4.903724
17.001406,8,4.968992
14.580416,23,5.143089
9.922381,13,5.2509
12.314808,14,5.375519
10.090643,6,5.4311
18.799885,21,5.610804
11.635384,13,5.708301
18.990959,11,5.798795
16.443643,8,5.862074
15.857708,11,5.952145
3.387076,8,6.02016
7.492857,6,6.071139
13.870524,6,6.125736
16.186116,12,6.222284
17.390949,7,6.28708
9.013176,13,6.408897
13.691081,13,6.518018
13.079127,17,6.660988
5.091864,13,6.770911
19.406965,16,6.916926
9.936725,5,6.952914
10.312179,16,7.096049
11.97001,7,7.165844
15.893382,16,7.295513
3.442577,11,7.397381
14.271042,17,7.550135
14.061984,15,7.671998
15.596507,5,7.711895
11.26403,7,7.769319
6.681945,10,7.855906
14.570313,8,7.920686
10.995944,13,8.029898
13.309596,8,8.10475
9.269235,10,8.188427
11.927372,13,8.305126
11.753157,6,8.356412
6.107695,11,8.459204
9.605784,15,8.594294
12.612284,8,8.672896
9.187317,12,8.808466
8.551054,12,8.942091
14.385114,9,9.025693
17.611106,16,9.15116
17.895401,10,9.239748
16.292862,15,9.385512
18.1638,7,9.451341
5.797302,6,9.505268
8.435403,16,9.646544
19.420018,12,9.745353
15.726646,5,9.791711
20.138316,8,9.851865
14.741264,8,9.919225
9.620487,15,10.050149
13.128291,10,10.140013
15.286349,16,10.285566
11.406533,12,10.393712
13.237469,6,10.449308
13.160017,8,10.51909
13.165823,8,10.584456
12.890469,5,10.629771
8.586604,15,10.776307
9.570082,8,10.844374
14.62779,9,10.926272
15.161321,7,10.997216
14.220235,8,11.071193
12.681579,12,11.175558
15.585045,11,11.263269
8.318266,6,11.32353
13.65314,9,11.395309
10.309166,12,11.498196
16.66998,6,11.553761
15.289215,9,11.633463
13.817938,7,11.696059
16.367372,12,11.791897
15.242624,7,11.847363
12.457367,7,11.905339
15.045164,15,12.04161
12.248927,13,12.156745
9.744925,7,12.215224
11.628589,10,12.301121
11.963919,11,12.400023
13.461471,15,12.520715
16.424615,6,12.578103
