# {"env_id": "ReacherPyBulletEnv-v0", "t_start": 1552881067.5745442} 
r,l,t-18.468065,150,1.657933
-22.747404,150,2.029164
-27.987977,150,2.384278
-17.028617,150,2.749472
-21.420314,150,3.095313
-32.9982,150,3.473619
-3.441391,150,3.83474
-37.969034,150,4.169142
-28.146914,150,4.526573
-20.280123,150,4.881222
-25.837035,150,5.235034
-4.060011,150,5.598309
-46.872829,150,6.036918
-26.07816,150,6.643244
-12.749791,150,7.015252
-25.20127,150,7.417952
-16.16053,150,7.82596
-22.087439,150,8.255417
-23.517196,150,8.683459
-35.509688,150,9.070906
-26.522901,150,9.48504
-19.093211,150,9.948342
1.195093,150,10.442762
-0.795466,150,10.961219
-12.854476,150,11.464887
-30.44199,150,11.955464
-3.381058,150,12.451806
6.373883,150,13.087729
-3.306538,150,13.582228
-9.315044,150,14.062937
-17.98745,150,14.543554
2.511592,150,15.033945
-18.363508,150,15.504846
-23.923928,150,16.111185
-28.494457,150,16.638653
8.842874,150,17.198479
-15.975884,150,17.75915
-20.725912,150,18.336383
-41.912805,150,18.925957
-5.584294,150,19.52578
-15.610417,150,20.267595
-17.364898,150,20.898409
-11.331218,150,21.579939
-35.564148,150,22.223332
-14.422271,150,22.860957
-14.868862,150,23.50582
-4.877778,150,24.136213
-11.405363,150,24.766642
-2.013437,150,25.393383
-24.288937,150,26.02783
-33.105222,150,26.713161
-35.209853,150,27.414103
-27.602722,150,28.080462
-2.909199,150,28.696022
-12.401819,150,29.479047
-12.655333,150,30.10595
-33.513095,150,30.751192
-16.656465,150,31.394027
-21.041287,150,32.035666
-54.001397,150,32.671251
-35.798044,150,33.282876
-11.991241,150,33.921835
-26.16297,150,34.558611
-8.24299,150,35.201297
-3.904747,150,35.837018
-16.272039,150,36.510885
-2.083762,150,37.156688
-18.659905,150,37.802305
-6.198069,150,38.606599
-15.865457,150,39.242554
-8.067319,150,39.892913
-2.89098,150,40.518427
1.808616,150,41.152101
-31.598639,150,41.801537
-11.457111,150,42.435705
-19.812667,150,43.07605
-0.707905,150,43.711853
6.401981,150,44.355164
-34.33641,150,44.990489
-12.457645,150,45.622912
-26.413013,150,46.249484
-25.991972,150,47.070665
-8.840993,150,47.711787
-31.697632,150,48.346538
2.005744,150,48.976728
14.655858,150,49.602227
0.564946,150,50.217039
-0.491448,150,50.854006
-23.236217,150,51.49331
-23.33194,150,52.161436
-30.798938,150,52.809979
-20.551806,150,53.456034
-12.674431,150,54.081233
-20.226609,150,54.71431
7.217441,150,55.335203
-11.233515,150,56.159864
-7.326806,150,56.791871
-9.614428,150,57.513536
-12.864612,150,58.192429
4.017111,150,58.825282
-8.045742,150,59.454959
6.82992,150,60.099821
-10.183051,150,60.718472
-14.320305,150,61.358814
-7.070634,150,61.989921
-11.758551,150,62.656617
-35.15613,150,63.306166
10.555607,150,63.940005
-17.698238,150,64.577943
-12.665569,150,65.384656
4.562507,150,66.015975
-26.173014,150,66.67282
-5.237596,150,67.334128
-12.050311,150,67.995573
-18.468431,150,68.631542
-11.302597,150,69.248551
-14.034134,150,69.889288
-3.089919,150,70.523702
-24.437171,150,71.157737
-11.352166,150,71.79252
-13.239781,150,72.437037
-2.797288,150,73.073306
-27.75485,150,73.892096
-5.337671,150,74.533805
-20.623064,150,75.16207
-6.736861,150,75.789431
-16.754593,150,76.420143
-17.52662,150,77.043974
-7.012458,150,77.691861
-1.974456,150,78.327088
-8.294977,150,78.961902
-14.949579,150,79.602846
-20.558461,150,80.251136
-4.582834,150,80.880373
0.450376,150,81.522796
-12.716818,150,82.145557
-6.697927,150,82.972948
-19.53495,150,83.603046
2.730872,150,84.224205
-14.938853,150,84.855055
2.855354,150,85.493959
-0.372043,150,86.137805
-21.069814,150,86.798646
-11.336503,150,87.48088
-9.223665,150,88.120992
-29.72358,150,88.750093
-25.64665,150,89.374758
-13.245508,150,90.014537
8.070815,150,90.645376
-15.65546,150,91.281952
-3.156191,150,92.102956
-10.765042,150,92.759599
-22.311572,150,93.43271
-13.903853,150,94.073502
-18.975597,150,94.699107
-23.391409,150,95.341022
0.138692,150,95.991714
-12.234766,150,96.631714
-8.110235,150,97.28874
-18.8014,150,97.949416
-1.499182,150,98.597082
-12.03495,150,99.225748
-4.623462,150,99.871974
-12.309362,150,100.70985
-7.637836,150,101.344027
-8.756164,150,101.962535
2.90542,150,102.591838
-30.166428,150,103.243844
-29.247117,150,103.870183
-33.520124,150,104.491913
-4.495456,150,105.103664
-9.606904,150,105.73891
-15.714158,150,106.369323
-9.305068,150,107.003775
2.924315,150,107.646062
1.430663,150,108.319135
-6.427221,150,108.947313
-25.228659,150,109.783647
-19.334411,150,110.446805
3.379011,150,111.101398
-17.192774,150,111.741538
-3.477333,150,112.383869
-27.043659,150,113.026865
-5.647901,150,113.691911
-18.762977,150,114.324552
-9.626555,150,114.968436
-10.22391,150,115.615707
-22.890184,150,116.243219
-1.864819,150,116.916106
-9.358018,150,117.569972
-22.023618,150,118.20753
-13.341301,150,119.053722
3.307967,150,119.688452
-5.938782,150,120.314798
-28.533882,150,120.95752
6.234746,150,121.595795
-12.606953,150,122.212937
-5.470125,150,122.844514
1.795947,150,123.534044
-29.854918,150,124.176382
8.437474,150,124.841579
-12.267744,150,125.493357
4.444486,150,126.153086
-8.508569,150,126.806421
1.478922,150,127.634677
-5.916244,150,128.257205
-15.514347,150,128.93412
-25.168606,150,129.580365
-6.371819,150,130.208449
-8.97404,150,130.832921
7.505599,150,131.480042
-12.199155,150,132.103262
-21.978002,150,132.749278
-12.441532,150,133.376605
-24.842677,150,134.032055
-1.096228,150,134.663901
-9.42821,150,135.302511
-0.770801,150,135.943483
-5.618309,150,136.747716
-10.976835,150,137.385604
-8.448426,150,138.00034
0.233772,150,138.641822
-1.279375,150,139.329235
-1.043719,150,139.959143
4.721408,150,140.618765
-3.523942,150,141.238934
-29.108705,150,141.868635
-18.888273,150,142.508371
-8.103868,150,143.154133
-15.984657,150,143.80172
-31.266236,150,144.481076
